Time,Temperature_Fahrenheit,Relative_Humidity
2021-06-02 23:19:00,72.32,53.1
2021-06-02 23:49:00,71.96,53.1
2021-06-03 00:19:00,71.78,53.2
2021-06-03 00:49:00,71.6,53.2
2021-06-03 01:19:00,71.6,53.3
2021-06-03 01:49:00,71.24,53.3
2021-06-03 02:19:00,70.88,53.4
2021-06-03 02:49:00,70.7,53.4
2021-06-03 03:19:00,70.52,53.5
2021-06-03 03:49:00,70.34,53.8
2021-06-03 04:19:00,70.34,54.4
2021-06-03 04:49:00,70.34,54.8
2021-06-03 05:19:00,70.16,55.2
2021-06-03 05:49:00,69.98,55.4
2021-06-03 06:19:00,69.98,55.8
2021-06-03 06:49:00,70.16,56
2021-06-03 07:19:00,70.34,56
2021-06-03 07:49:00,70.7,55.7
2021-06-03 08:19:00,71.06,55.3
2021-06-03 08:49:00,71.42,54.8
2021-06-03 09:19:00,71.96,54.2
2021-06-03 09:49:00,72.86,53.5
2021-06-03 10:19:00,73.22,53.2
2021-06-03 10:49:00,73.4,53
2021-06-03 11:19:00,73.58,53
2021-06-03 11:49:00,73.76,52.9
2021-06-03 12:19:00,73.94,52.7
2021-06-03 12:49:00,74.3,52
2021-06-03 13:19:00,74.66,51.4
2021-06-03 13:49:00,75.92,50.4
2021-06-03 14:19:00,77,49.5
2021-06-03 14:49:00,77.36,49.1
2021-06-03 15:19:00,77.36,49.1
2021-06-03 15:49:00,77.54,48.9
2021-06-03 16:19:00,77.54,48.8
2021-06-03 16:49:00,77.18,49
2021-06-03 17:19:00,77,49.4
2021-06-03 17:49:00,76.1,50
2021-06-03 18:19:00,75.74,50.5
2021-06-03 18:49:00,75.02,51
2021-06-03 19:19:00,74.48,51.5
2021-06-03 19:49:00,74.12,51.9
2021-06-03 20:19:00,73.58,52.3
2021-06-03 20:49:00,73.22,52.6
2021-06-03 21:19:00,72.68,52.9
2021-06-03 21:49:00,72.5,53.2
2021-06-03 22:19:00,72.14,53.3
2021-06-03 22:49:00,71.96,53.5
2021-06-03 23:19:00,71.78,53.6
2021-06-03 23:49:00,71.6,53.7
2021-06-04 00:19:00,71.42,53.8
2021-06-04 00:49:00,71.06,53.9
2021-06-04 01:19:00,70.88,54
2021-06-04 01:49:00,70.7,54
2021-06-04 02:19:00,70.52,54.2
2021-06-04 02:49:00,70.52,54.7
2021-06-04 03:19:00,70.52,55.1
2021-06-04 03:49:00,70.34,55.6
2021-06-04 04:19:00,70.34,55.8
2021-06-04 04:49:00,70.34,56.2
2021-06-04 05:19:00,70.16,56.5
2021-06-04 05:49:00,70.16,56.8
2021-06-04 06:19:00,70.16,57
2021-06-04 06:49:00,70.16,57.2
2021-06-04 07:19:00,70.34,57.4
2021-06-04 07:49:00,70.7,57.2
2021-06-04 08:19:00,71.42,56.4
2021-06-04 08:49:00,72.14,55.4
2021-06-04 09:19:00,72.32,54.9
2021-06-04 09:49:00,72.68,54.3
2021-06-04 10:19:00,72.86,53.8
2021-06-04 10:49:00,74.3,52.8
2021-06-04 11:19:00,75.38,51.7
2021-06-04 11:49:00,76.28,50.6
2021-06-04 12:19:00,76.28,50.3
2021-06-04 12:49:00,76.64,49.8
2021-06-04 13:19:00,76.82,49.5
2021-06-04 13:49:00,77.18,49
2021-06-04 14:19:00,77.36,48.7
2021-06-04 14:49:00,77.18,48.7
2021-06-04 15:19:00,76.82,49
2021-06-04 15:49:00,76.1,49.3
2021-06-04 16:19:00,76.1,49.6
2021-06-04 16:49:00,76.28,49.7
2021-06-04 17:19:00,76.1,50
2021-06-04 17:49:00,75.92,50.3
2021-06-04 18:19:00,75.56,50.5
2021-06-04 18:49:00,75.2,51
2021-06-04 19:19:00,74.66,51.6
2021-06-04 19:49:00,74.12,52
2021-06-04 20:19:00,73.76,52.2
2021-06-04 20:49:00,73.4,52.4
2021-06-04 21:19:00,73.04,52.5
2021-06-04 21:49:00,72.5,52.7
2021-06-04 22:19:00,72.14,52.9
2021-06-04 22:49:00,71.78,53
2021-06-04 23:19:00,71.42,53.1
2021-06-04 23:49:00,71.24,53.1
2021-06-05 00:19:00,70.88,53.2
2021-06-05 00:49:00,70.7,53.2
2021-06-05 01:19:00,70.52,53.2
2021-06-05 01:49:00,70.34,53.6
2021-06-05 02:19:00,70.34,54.1
2021-06-05 02:49:00,70.16,54.6
2021-06-05 03:19:00,69.98,55
2021-06-05 03:49:00,69.8,55.2
2021-06-05 04:19:00,69.62,55.6
2021-06-05 04:49:00,69.62,55.9
2021-06-05 05:19:00,69.62,56.3
2021-06-05 05:49:00,69.26,56.5
2021-06-05 06:19:00,69.26,56.8
2021-06-05 06:49:00,69.44,56.9
2021-06-05 07:19:00,69.8,56.9
2021-06-05 07:49:00,70.16,56.7
2021-06-05 08:19:00,70.7,56.4
2021-06-05 08:49:00,71.42,56
2021-06-05 09:19:00,72.14,55
2021-06-05 09:49:00,72.68,54
2021-06-05 10:19:00,73.76,53
2021-06-05 10:49:00,73.94,52.4
2021-06-05 11:19:00,74.12,51.9
2021-06-05 11:49:00,74.66,51.4
2021-06-05 12:19:00,75.38,50.4
2021-06-05 12:49:00,75.56,50.1
2021-06-05 13:19:00,75.38,50.2
2021-06-05 13:49:00,76.1,49.8
2021-06-05 14:19:00,77,49
2021-06-05 14:49:00,77,49
2021-06-05 15:19:00,76.82,49.1
2021-06-05 15:49:00,76.1,49.4
2021-06-05 16:19:00,75.92,49.7
2021-06-05 16:49:00,76.1,49.7
2021-06-05 17:19:00,76.28,49.6
2021-06-05 17:49:00,76.1,49.6
2021-06-05 18:19:00,75.92,49.8
2021-06-05 18:49:00,75.56,50.3
2021-06-05 19:19:00,74.84,50.8
2021-06-05 19:49:00,74.12,51.3
2021-06-05 20:19:00,73.4,51.7
2021-06-05 20:49:00,72.86,52
2021-06-05 21:19:00,72.32,52.3
2021-06-05 21:49:00,71.96,52.4
2021-06-05 22:19:00,71.6,52.6
2021-06-05 22:49:00,71.24,52.7
2021-06-05 23:19:00,70.88,52.8
2021-06-05 23:49:00,70.52,52.9
2021-06-06 00:19:00,70.34,53.4
2021-06-06 00:49:00,70.16,53.8
2021-06-06 01:19:00,70.16,54.2
2021-06-06 01:49:00,69.98,54.6
2021-06-06 02:19:00,69.62,54.9
2021-06-06 02:49:00,69.62,55.3
2021-06-06 03:19:00,69.62,55.6
2021-06-06 03:49:00,69.62,55.9
2021-06-06 04:19:00,69.62,56.1
2021-06-06 04:49:00,69.62,56.3
2021-06-06 05:19:00,69.44,56.6
2021-06-06 05:49:00,69.44,56.7
2021-06-06 06:19:00,69.44,56.9
2021-06-06 06:49:00,69.62,57.1
2021-06-06 07:19:00,69.8,57
2021-06-06 07:49:00,70.52,56.7
2021-06-06 08:19:00,71.06,56.2
2021-06-06 08:49:00,71.6,55.6
2021-06-06 09:19:00,72.5,54.6
2021-06-06 09:49:00,73.22,53.5
2021-06-06 10:19:00,74.3,52.5
2021-06-06 10:49:00,74.66,52.1
2021-06-06 11:19:00,75.2,51.3
2021-06-06 11:49:00,76.1,50.3
2021-06-06 12:19:00,75.74,50.2
2021-06-06 12:49:00,75.2,50.4
2021-06-06 13:19:00,74.84,50.8
2021-06-06 13:49:00,74.12,51.5
2021-06-06 14:19:00,73.94,51.9
2021-06-06 14:49:00,73.58,52.2
2021-06-06 15:19:00,73.58,52.2
2021-06-06 15:49:00,74.3,51.4
2021-06-06 16:19:00,74.48,51.1
2021-06-06 16:49:00,74.3,51.1
2021-06-06 17:19:00,74.12,51.4
2021-06-06 17:49:00,73.76,51.6
2021-06-06 18:19:00,73.4,51.9
2021-06-06 18:49:00,72.86,52.3
2021-06-06 19:19:00,72.5,52.7
2021-06-06 19:49:00,71.96,53.1
2021-06-06 20:19:00,71.6,53.3
2021-06-06 20:49:00,71.42,53.5
2021-06-06 21:19:00,71.06,53.6
2021-06-06 21:49:00,70.7,53.7
2021-06-06 22:19:00,70.52,53.8
2021-06-06 22:49:00,70.34,54.2
2021-06-06 23:19:00,70.16,54.8
2021-06-06 23:49:00,69.98,55.2
2021-06-07 00:19:00,69.98,55.4
2021-06-07 00:49:00,69.8,55.9
2021-06-07 01:19:00,69.62,56.2
2021-06-07 01:49:00,69.62,56.6
2021-06-07 02:19:00,69.62,56.8
2021-06-07 02:49:00,69.44,57.1
2021-06-07 03:19:00,69.44,57.4
2021-06-07 03:49:00,69.44,57.7
2021-06-07 04:19:00,69.08,57.8
2021-06-07 04:49:00,68.9,58.1
2021-06-07 05:19:00,69.08,58.2
2021-06-07 05:49:00,68.9,58.2
2021-06-07 06:19:00,69.08,58.3
2021-06-07 06:49:00,69.26,58.3
2021-06-07 07:19:00,69.62,58.2
2021-06-07 07:49:00,70.7,60.3
2021-06-07 08:19:00,72.14,61.3
2021-06-07 08:49:00,74.3,60.6
2021-06-07 09:19:00,76.1,59.3
2021-06-07 09:49:00,76.1,58.6
2021-06-07 10:19:00,76.1,57.3
2021-06-07 10:49:00,76.1,56
2021-06-07 11:19:00,75.74,55.7
2021-06-07 11:49:00,75.56,55.4
2021-06-07 12:19:00,75.38,55.1
2021-06-07 12:49:00,75.92,54.4
2021-06-07 13:19:00,76.28,53.7
2021-06-07 13:49:00,76.1,53.5
2021-06-07 14:19:00,76.46,53.2
2021-06-07 14:49:00,77.18,52.3
2021-06-07 15:19:00,77.72,51.6
2021-06-07 15:49:00,77.72,51.3
2021-06-07 16:19:00,77.54,51.2
2021-06-07 16:49:00,77.36,51.2
2021-06-07 17:19:00,76.82,51.5
2021-06-07 17:49:00,76.1,51.7
2021-06-07 18:19:00,75.56,52.3
2021-06-07 18:49:00,75.02,52.7
2021-06-07 19:19:00,74.3,53.3
2021-06-07 19:49:00,73.76,53.7
2021-06-07 20:19:00,73.22,54.1
2021-06-07 20:49:00,72.68,54.3
2021-06-07 21:19:00,72.32,54.4
2021-06-07 21:49:00,71.96,54.5
2021-06-07 22:19:00,71.6,54.6
2021-06-07 22:49:00,71.42,54.6
2021-06-07 23:19:00,71.06,54.7
2021-06-07 23:49:00,70.88,54.6
2021-06-08 00:19:00,70.7,54.6
2021-06-08 00:49:00,70.34,54.7
2021-06-08 01:19:00,70.16,55.2
2021-06-08 01:49:00,70.16,55.7
2021-06-08 02:19:00,69.98,56.1
2021-06-08 02:49:00,69.8,56.4
2021-06-08 03:19:00,69.8,56.6
2021-06-08 03:49:00,69.62,57
2021-06-08 04:19:00,69.62,57.4
2021-06-08 04:49:00,69.44,57.7
2021-06-08 05:19:00,69.26,58.1
2021-06-08 05:49:00,69.08,58.3
2021-06-08 06:19:00,69.08,58.4
2021-06-08 06:49:00,69.44,58.5
2021-06-08 07:19:00,69.8,58.5
2021-06-08 07:49:00,70.52,58.2
2021-06-08 08:19:00,71.06,57.6
2021-06-08 08:49:00,71.78,56.6
2021-06-08 09:19:00,72.32,55.8
2021-06-08 09:49:00,73.4,54.7
2021-06-08 10:19:00,74.3,53.3
2021-06-08 10:49:00,75.02,52.5
2021-06-08 11:19:00,75.56,52.1
2021-06-08 11:49:00,76.1,51.4
2021-06-08 12:19:00,75.74,51.4
2021-06-08 12:49:00,75.56,51.3
2021-06-08 13:19:00,75.92,50.7
2021-06-08 13:49:00,77,49.9
2021-06-08 14:19:00,77.54,49.2
2021-06-08 14:49:00,77.36,49.4
2021-06-08 15:19:00,77,49.9
2021-06-08 15:49:00,76.82,50.1
2021-06-08 16:19:00,77,50.1
2021-06-08 16:49:00,77,50.1
2021-06-08 17:19:00,76.82,50.6
2021-06-08 17:49:00,76.1,51.1
2021-06-08 18:19:00,75.56,51.5
2021-06-08 18:49:00,75.02,51.8
2021-06-08 19:19:00,74.3,52.3
2021-06-08 19:49:00,73.76,52.7
2021-06-08 20:19:00,73.22,53.1
2021-06-08 20:49:00,72.86,53.3
2021-06-08 21:19:00,72.32,53.5
2021-06-08 21:49:00,71.96,53.6
2021-06-08 22:19:00,71.6,53.8
2021-06-08 22:49:00,71.42,53.9
2021-06-08 23:19:00,71.06,53.9
2021-06-08 23:49:00,70.88,54
2021-06-09 00:19:00,70.52,54.1
2021-06-09 00:49:00,70.34,54.2
2021-06-09 01:19:00,70.34,54.8
2021-06-09 01:49:00,70.34,55.3
2021-06-09 02:19:00,70.16,55.7
2021-06-09 02:49:00,70.16,56.1
2021-06-09 03:19:00,69.98,56.4
2021-06-09 03:49:00,69.8,56.7
2021-06-09 04:19:00,69.8,57.1
2021-06-09 04:49:00,69.62,57.2
2021-06-09 05:19:00,69.62,57.4
2021-06-09 05:49:00,69.44,57.8
2021-06-09 06:19:00,69.44,58
2021-06-09 06:49:00,69.62,58
2021-06-09 07:19:00,69.8,58
2021-06-09 07:49:00,70.52,57.8
2021-06-09 08:19:00,70.88,57.4
2021-06-09 08:49:00,71.06,56.9
2021-06-09 09:19:00,71.6,55.9
2021-06-09 09:49:00,72.5,54.9
2021-06-09 10:19:00,73.04,54
2021-06-09 10:49:00,73.22,53.4
2021-06-09 11:19:00,73.58,52.8
2021-06-09 11:49:00,73.94,52.4
2021-06-09 12:19:00,74.48,51.9
2021-06-09 12:49:00,75.02,51.5
2021-06-09 13:19:00,75.38,51
2021-06-09 13:49:00,75.38,51.1
2021-06-09 14:19:00,75.92,50.7
2021-06-09 14:49:00,76.28,50.4
2021-06-09 15:19:00,76.46,50.3
2021-06-09 15:49:00,76.46,50.5
2021-06-09 16:19:00,76.28,50.8
2021-06-09 16:49:00,75.92,51.1
2021-06-09 17:19:00,75.56,51.4
2021-06-09 17:49:00,75.02,51.6
2021-06-09 18:19:00,74.66,51.8
2021-06-09 18:49:00,74.3,52.1
2021-06-09 19:19:00,73.58,52.5
2021-06-09 19:49:00,73.04,52.9
2021-06-09 20:19:00,72.68,53.2
2021-06-09 20:49:00,72.32,53.5
2021-06-09 21:19:00,71.78,53.6
2021-06-09 21:49:00,71.6,53.8
2021-06-09 22:19:00,71.24,54
2021-06-09 22:49:00,70.88,54.1
2021-06-09 23:19:00,70.7,54.3
2021-06-09 23:49:00,70.52,54.4
2021-06-10 00:19:00,70.34,54.8
2021-06-10 00:49:00,70.16,55.4
2021-06-10 01:19:00,70.16,55.8
2021-06-10 01:49:00,70.16,56.2
2021-06-10 02:19:00,69.98,56.5
2021-06-10 02:49:00,69.8,56.9
2021-06-10 03:19:00,69.62,57.3
2021-06-10 03:49:00,69.62,57.6
2021-06-10 04:19:00,69.26,57.8
2021-06-10 04:49:00,69.26,58.1
2021-06-10 05:19:00,69.44,58.3
2021-06-10 05:49:00,69.44,58.6
2021-06-10 06:19:00,69.26,58.9
2021-06-10 06:49:00,69.44,59.1
2021-06-10 07:19:00,69.8,59.1
2021-06-10 07:49:00,70.34,58.9
2021-06-10 08:19:00,70.88,58.5
2021-06-10 08:49:00,71.6,57.6
2021-06-10 09:19:00,72.5,56.4
2021-06-10 09:49:00,73.4,55.3
2021-06-10 10:19:00,74.3,54.4
2021-06-10 10:49:00,74.3,53.9
2021-06-10 11:19:00,74.84,53.2
2021-06-10 11:49:00,75.2,52.3
2021-06-10 12:19:00,76.1,51.5
2021-06-10 12:49:00,76.82,50.6
2021-06-10 13:19:00,77.54,49.8
2021-06-10 13:49:00,78.08,49.3
2021-06-10 14:19:00,78.44,48.9
2021-06-10 14:49:00,78.62,48.7
2021-06-10 15:19:00,78.62,48.6
2021-06-10 15:49:00,78.44,48.7
2021-06-10 16:19:00,78.26,48.9
2021-06-10 16:49:00,77.9,49.3
2021-06-10 17:19:00,77.36,49.8
2021-06-10 17:49:00,77,50.2
2021-06-10 18:19:00,76.28,50.7
2021-06-10 18:49:00,75.56,51.3
2021-06-10 19:19:00,74.84,51.9
2021-06-10 19:49:00,74.12,52.5
2021-06-10 20:19:00,73.58,52.9
2021-06-10 20:49:00,73.04,53.2
2021-06-10 21:19:00,72.5,53.5
2021-06-10 21:49:00,72.14,53.5
2021-06-10 22:19:00,71.96,53.6
2021-06-10 22:49:00,71.6,53.6
2021-06-10 23:19:00,71.24,53.7
2021-06-10 23:49:00,70.88,53.8
2021-06-11 00:19:00,70.7,53.8
2021-06-11 00:49:00,70.52,54
2021-06-11 01:19:00,70.34,54.3
2021-06-11 01:49:00,70.16,54.8
2021-06-11 02:19:00,69.98,55.3
2021-06-11 02:49:00,69.8,55.7
2021-06-11 03:19:00,69.62,56
2021-06-11 03:49:00,69.44,56.3
2021-06-11 04:19:00,69.44,56.7
2021-06-11 04:49:00,69.62,57
2021-06-11 05:19:00,69.44,57.4
2021-06-11 05:49:00,69.44,57.7
2021-06-11 06:19:00,69.44,57.9
2021-06-11 06:49:00,69.62,58.1
2021-06-11 07:19:00,69.62,58.1
2021-06-11 07:49:00,70.34,57.9
2021-06-11 08:19:00,71.06,57.5
2021-06-11 08:49:00,71.96,56.5
2021-06-11 09:19:00,72.68,55.6
2021-06-11 09:49:00,73.76,54.5
2021-06-11 10:19:00,74.66,53.4
2021-06-11 10:49:00,74.66,53.3
2021-06-11 11:19:00,75.02,52.6
2021-06-11 11:49:00,75.02,52.2
2021-06-11 12:19:00,74.84,52.1
2021-06-11 12:49:00,75.02,51.9
2021-06-11 13:19:00,74.84,51.9
2021-06-11 13:49:00,74.84,51.9
2021-06-11 14:19:00,75.38,51.4
2021-06-11 14:49:00,76.28,50.8
2021-06-11 15:19:00,76.82,50.3
2021-06-11 15:49:00,77,50
2021-06-11 16:19:00,77,49.9
2021-06-11 16:49:00,77,49.9
2021-06-11 17:19:00,76.82,50
2021-06-11 17:49:00,76.46,50.2
2021-06-11 18:19:00,75.92,50.7
2021-06-11 18:49:00,75.2,51.2
2021-06-11 19:19:00,74.48,51.9
2021-06-11 19:49:00,73.76,52.4
2021-06-11 20:19:00,73.22,52.8
2021-06-11 20:49:00,72.68,53.1
2021-06-11 21:19:00,72.32,53.4
2021-06-11 21:49:00,71.96,53.6
2021-06-11 22:19:00,71.6,53.8
2021-06-11 22:49:00,71.42,53.9
2021-06-11 23:19:00,71.06,54
2021-06-11 23:49:00,70.7,54.1
2021-06-12 00:19:00,70.52,54.1
2021-06-12 00:49:00,70.34,54.3
2021-06-12 01:19:00,70.34,54.7
2021-06-12 01:49:00,70.34,55.2
2021-06-12 02:19:00,70.16,55.6
2021-06-12 02:49:00,70.16,55.8
2021-06-12 03:19:00,70.16,56.1
2021-06-12 03:49:00,70.16,56.5
2021-06-12 04:19:00,70.16,56.8
2021-06-12 04:49:00,69.98,57
2021-06-12 05:19:00,69.8,57.3
2021-06-12 05:49:00,69.8,57.6
2021-06-12 06:19:00,69.8,57.8
2021-06-12 06:49:00,69.8,58
2021-06-12 07:19:00,69.98,58
2021-06-12 07:49:00,70.16,57.9
2021-06-12 08:19:00,70.7,57.6
2021-06-12 08:49:00,70.88,57
2021-06-12 09:19:00,71.6,56
2021-06-12 09:49:00,72.32,54.9
2021-06-12 10:19:00,73.4,53.9
2021-06-12 10:49:00,74.3,52.8
2021-06-12 11:19:00,75.02,51.8
2021-06-12 11:49:00,75.92,50.6
2021-06-12 12:19:00,76.64,49.6
2021-06-12 12:49:00,77.36,48.7
2021-06-12 13:19:00,78.08,47.9
2021-06-12 13:49:00,78.44,47.5
2021-06-12 14:19:00,78.62,47.2
2021-06-12 14:49:00,78.62,47
2021-06-12 15:19:00,78.44,47
2021-06-12 15:49:00,78.26,47.1
2021-06-12 16:19:00,77.9,47.3
2021-06-12 16:49:00,77.72,47.6
2021-06-12 17:19:00,77.18,47.9
2021-06-12 17:49:00,76.64,48.4
2021-06-12 18:19:00,75.92,49.1
2021-06-12 18:49:00,75.38,49.8
2021-06-12 19:19:00,74.66,50.5
2021-06-12 19:49:00,73.94,51.2
2021-06-12 20:19:00,73.4,51.6
2021-06-12 20:49:00,72.86,52
2021-06-12 21:19:00,72.5,52.2
2021-06-12 21:49:00,72.14,52.4
2021-06-12 22:19:00,71.78,52.6
2021-06-12 22:49:00,71.42,52.7
2021-06-12 23:19:00,71.06,52.8
2021-06-12 23:49:00,70.7,52.8
2021-06-13 00:19:00,70.52,52.9
2021-06-13 00:49:00,70.34,53.3
2021-06-13 01:19:00,70.16,53.8
2021-06-13 01:49:00,70.16,54.2
2021-06-13 02:19:00,69.98,54.5
2021-06-13 02:49:00,69.8,54.9
2021-06-13 03:19:00,69.8,55.2
2021-06-13 03:49:00,69.62,55.5
2021-06-13 04:19:00,69.44,55.8
2021-06-13 04:49:00,69.08,56.1
2021-06-13 05:19:00,69.08,56.2
2021-06-13 05:49:00,69.08,56.3
2021-06-13 06:19:00,69.26,56.4
2021-06-13 06:49:00,69.44,56.4
2021-06-13 07:19:00,69.8,56.4
2021-06-13 07:49:00,70.52,56.1
2021-06-13 08:19:00,70.7,55.8
2021-06-13 08:49:00,71.42,55
2021-06-13 09:19:00,71.78,54.4
2021-06-13 09:49:00,72.32,53.7
2021-06-13 10:19:00,72.32,53.4
2021-06-13 10:49:00,73.58,52.5
2021-06-13 11:19:00,74.84,51.4
2021-06-13 11:49:00,74.84,51
2021-06-13 12:19:00,74.66,51.1
2021-06-13 12:49:00,75.2,50.8
2021-06-13 13:19:00,75.92,50.3
2021-06-13 13:49:00,76.28,50.2
2021-06-13 14:19:00,76.46,50
2021-06-13 14:49:00,76.46,50.1
2021-06-13 15:19:00,76.82,49.9
2021-06-13 15:49:00,77,49.8
2021-06-13 16:19:00,77,49.9
2021-06-13 16:49:00,76.82,50.1
2021-06-13 17:19:00,76.46,50.4
2021-06-13 17:49:00,76.1,50.8
2021-06-13 18:19:00,75.56,51.3
2021-06-13 18:49:00,74.84,51.8
2021-06-13 19:19:00,74.3,52.3
2021-06-13 19:49:00,73.76,52.7
2021-06-13 20:19:00,73.22,53
2021-06-13 20:49:00,72.86,53.2
2021-06-13 21:19:00,72.32,53.5
2021-06-13 21:49:00,71.96,53.6
2021-06-13 22:19:00,71.6,53.7
2021-06-13 22:49:00,71.42,53.8
2021-06-13 23:19:00,71.24,53.9
2021-06-13 23:49:00,71.06,53.8
2021-06-14 00:19:00,70.7,53.9
2021-06-14 00:49:00,70.52,53.9
2021-06-14 01:19:00,70.34,54.3
2021-06-14 01:49:00,70.34,54.8
2021-06-14 02:19:00,70.16,55.3
2021-06-14 02:49:00,70.16,55.7
2021-06-14 03:19:00,69.98,56.1
2021-06-14 03:49:00,69.98,56.5
2021-06-14 04:19:00,69.98,56.9
2021-06-14 04:49:00,69.98,57.4
2021-06-14 05:19:00,69.8,57.6
2021-06-14 05:49:00,69.8,58
2021-06-14 06:19:00,69.8,58.2
2021-06-14 06:49:00,69.8,58.5
2021-06-14 07:19:00,69.98,58.3
2021-06-14 07:49:00,70.34,58.1
2021-06-14 08:19:00,70.88,57.6
2021-06-14 08:49:00,71.6,56.6
2021-06-14 09:19:00,72.14,55.6
2021-06-14 09:49:00,73.04,54.4
2021-06-14 10:19:00,74.12,53.3
2021-06-14 10:49:00,74.84,52.4
2021-06-14 11:19:00,75.56,51.5
2021-06-14 11:49:00,76.46,50.5
2021-06-14 12:19:00,77.36,49.6
2021-06-14 12:49:00,77.36,49.3
2021-06-14 13:19:00,77.72,48.9
2021-06-14 13:49:00,78.26,48.3
2021-06-14 14:19:00,77.72,48.6
2021-06-14 14:49:00,77.18,49
2021-06-14 15:19:00,77,49
2021-06-14 15:49:00,77.36,48.7
2021-06-14 16:19:00,77.36,48.4
2021-06-14 16:49:00,77.36,48.3
2021-06-14 17:19:00,76.82,48.7
2021-06-14 17:49:00,76.1,49.2
2021-06-14 18:19:00,75.56,49.9
2021-06-14 18:49:00,74.84,50.6
2021-06-14 19:19:00,74.12,51.2
2021-06-14 19:49:00,73.58,51.7
2021-06-14 20:19:00,73.04,52.1
2021-06-14 20:49:00,72.5,52.4
2021-06-14 21:19:00,72.32,52.6
2021-06-14 21:49:00,71.78,52.7
2021-06-14 22:19:00,71.6,52.9
2021-06-14 22:49:00,71.24,53
2021-06-14 23:19:00,71.06,53.1
2021-06-14 23:49:00,70.7,53.1
2021-06-15 00:19:00,70.52,53.3
2021-06-15 00:49:00,70.34,53.6
2021-06-15 01:19:00,70.34,54.2
2021-06-15 01:49:00,70.34,54.7
2021-06-15 02:19:00,70.16,55.1
2021-06-15 02:49:00,69.98,55.4
2021-06-15 03:19:00,69.8,55.7
2021-06-15 03:49:00,69.8,56.1
2021-06-15 04:19:00,69.62,56.4
2021-06-15 04:49:00,69.62,56.6
2021-06-15 05:19:00,69.62,56.9
2021-06-15 05:49:00,69.44,57.2
2021-06-15 06:19:00,69.44,57.4
2021-06-15 06:49:00,69.44,57.5
2021-06-15 07:19:00,69.62,57.5
2021-06-15 07:49:00,70.16,57.2
2021-06-15 08:19:00,71.06,56.6
2021-06-15 08:49:00,71.78,55.7
2021-06-15 09:19:00,72.5,54.9
2021-06-15 09:49:00,73.4,53.7
2021-06-15 10:19:00,73.94,52.8
2021-06-15 10:49:00,74.12,52.5
2021-06-15 11:19:00,74.48,51.8
2021-06-15 11:49:00,74.84,51.4
2021-06-15 12:19:00,74.84,51
2021-06-15 12:49:00,75.38,50.4
2021-06-15 13:19:00,75.56,50.1
2021-06-15 13:49:00,75.2,50.1
2021-06-15 14:19:00,75.2,50.2
2021-06-15 14:49:00,75.02,50.4
2021-06-15 15:19:00,74.84,50.5
2021-06-15 15:49:00,74.84,50.6
2021-06-15 16:19:00,74.48,50.7
2021-06-15 16:49:00,74.3,50.8
2021-06-15 17:19:00,74.12,50.9
2021-06-15 17:49:00,74.12,51
2021-06-15 18:19:00,73.76,51.1
2021-06-15 18:49:00,73.22,51.5
2021-06-15 19:19:00,72.86,52
2021-06-15 19:49:00,72.32,52.3
2021-06-15 20:19:00,71.96,52.6
2021-06-15 20:49:00,71.78,52.9
2021-06-15 21:19:00,71.6,53.1
2021-06-15 21:49:00,71.24,53.3
2021-06-15 22:19:00,70.88,53.4
2021-06-15 22:49:00,70.7,53.5
2021-06-15 23:19:00,70.52,53.8
2021-06-15 23:49:00,70.34,54.2
2021-06-16 00:19:00,70.34,54.8
2021-06-16 00:49:00,70.16,55.2
2021-06-16 01:19:00,69.98,55.7
2021-06-16 01:49:00,69.98,56.1
2021-06-16 02:19:00,69.98,56.5
2021-06-16 02:49:00,69.8,56.8
2021-06-16 03:19:00,69.62,57
2021-06-16 03:49:00,69.62,57.5
2021-06-16 04:19:00,69.62,57.7
2021-06-16 04:49:00,69.62,58
2021-06-16 05:19:00,69.26,58.2
2021-06-16 05:49:00,69.08,58.4
2021-06-16 06:19:00,68.9,58.7
2021-06-16 06:49:00,69.08,58.8
2021-06-16 07:19:00,69.62,58.6
2021-06-16 07:49:00,70.34,58.3
2021-06-16 08:19:00,70.88,57.6
2021-06-16 08:49:00,71.78,56.5
2021-06-16 09:19:00,72.68,55.1
2021-06-16 09:49:00,73.22,54.1
2021-06-16 10:19:00,73.4,53.6
2021-06-16 10:49:00,73.76,53
2021-06-16 11:19:00,75.02,51.9
2021-06-16 11:49:00,76.1,50.6
2021-06-16 12:19:00,77.36,49.3
2021-06-16 12:49:00,77.9,48.6
2021-06-16 13:19:00,77.36,48.9
2021-06-16 13:49:00,77,49.1
2021-06-16 14:19:00,76.64,49.5
2021-06-16 14:49:00,76.46,50
2021-06-16 15:19:00,77,49.6
2021-06-16 15:49:00,77,49.7
2021-06-16 16:19:00,77.18,49.7
2021-06-16 16:49:00,77.36,49.7
2021-06-16 17:19:00,77.36,49.8
2021-06-16 17:49:00,76.82,50.5
2021-06-16 18:19:00,76.1,51.1
2021-06-16 18:49:00,75.38,51.6
2021-06-16 19:19:00,74.84,52
2021-06-16 19:49:00,74.3,52.3
2021-06-16 20:19:00,73.76,52.7
2021-06-16 20:49:00,73.22,53
2021-06-16 21:19:00,72.86,53.3
2021-06-16 21:49:00,72.5,53.5
2021-06-16 22:19:00,72.14,53.8
2021-06-16 22:49:00,71.78,53.9
2021-06-16 23:19:00,71.6,54
